review_text,review_rating,review_timestamp,clean_review
Its Waze! If u dont know then you must be living under a rock. Its a great free alternative to Google Navigation. Speech on Waze is much better & realistic,5,01-02-2012 00:15,its waze if u dont know then you must be living under a rock its a great free alternative to google navigation speech on waze is much better realistic
I us this app 3 years and it fantastic. Little problem with sync in the car holder.,5,16-10-2011 04:54,i us this app 3 years and it fantastic little problem with sync in the car holder
"If u r in location where google navigation dont work, then waze is best alternate that is free",5,29-11-2011 03:34,if u r in location where google navigation dont work then waze is best alternate that is free
But it works and the new interface is just awesome.,4,01-02-2012 17:34,but it works and the new interface is just awesome
"Waze rocks.use all day, do deliverys never lost or pulled over!",5,26-04-2011 15:00,waze rocks use all day do deliverys never lost or pulled over
a good app..  worth it,5,13-08-2012 23:53,a good app worth it
I gave it for stars but I think it will deserve 5 soon. It gets regular updates to the app along with map enhancements. My only complaint us the map auto zoom. It needs to zoom in more at lower speeds.,4,14-11-2012 14:36,i gave it for stars but i think it will deserve 5 soon it gets regular updates to the app along with map enhancements my only complaint us the map auto zoom it needs to zoom in more at lower speeds
"I personally love this app, and have turned many friends onto it. It's great on my way into work to avoid traffic delays",5,25-11-2012 22:08,i personally love this app and have turned many friends onto it it s great on my way into work to avoid traffic delays
Works great. Moto Razr,5,16-04-2012 22:18,works great moto razr
Very helpful app!,5,03-09-2011 23:04,very helpful app
Wonderful app. Great for avoiding cops and hazards. Useless for navigation,4,27-06-2012 04:06,wonderful app great for avoiding cops and hazards useless for navigation
Wonderful to know what's going on ahead of you on the road!,5,05-11-2012 19:45,wonderful to know what s going on ahead of you on the road
The best navigation I have used brilliant.,5,22-10-2012 18:52,the best navigation i have used brilliant
Decent app,4,28-05-2012 14:33,decent app
Google>Bing Bing sucks for location searches. Can't locate even with zip or city in query. Otherwise great app.,4,16-11-2011 19:03,google bing bing sucks for location searches can t locate even with zip or city in query otherwise great app
I tried for over 1/2 hour to set my home location. There is no way to save the info. I am now uninstalling this app. There is no way to post this review.,1,09-10-2012 20:44,i tried for over 1 2 hour to set my home location there is no way to save the info i am now uninstalling this app there is no way to post this review
Great app better than stock navi.,5,23-02-2012 14:39,great app better than stock navi
Not to bad but more options for routes would be nice,4,18-06-2012 00:21,not to bad but more options for routes would be nice
"The idea is nice, but the app is not mature yet. No streetnames, bad navigation, too slow, google talk doesn.t work when it.s installed",3,11-10-2010 18:33,the idea is nice but the app is not mature yet no streetnames bad navigation too slow google talk doesn t work when it s installed
"The sound is cut off all the time! Example: ""In 0.2 miles make a ... on Washington ..."" Therefore I have to look at my phone while driving to actually check the directions.  Waze has to fix this major bug in the galaxy 2 phones in order to receive 5 stars from me.",3,14-11-2012 07:30,the sound is cut off all the time example in 0 2 miles make a on washington therefore i have to look at my phone while driving to actually check the directions waze has to fix this major bug in the galaxy 2 phones in order to receive 5 stars from me
"Very helpful before getting on the rd, extremely user friendly. Love it!!:-)",5,12-10-2012 12:25,very helpful before getting on the rd extremely user friendly love it
To use when ur driving,5,23-02-2012 20:28,to use when ur driving
Great app gets better and better more people that use it,5,05-10-2012 15:07,great app gets better and better more people that use it
Keeps me informed about what's going on around me and leveling up is a great incentive to keep cooperating. Love it.,5,09-11-2012 14:24,keeps me informed about what s going on around me and leveling up is a great incentive to keep cooperating love it
"Easy to use and very useful! I have used similar apps, but none as user friendly and feature rich. Highly recommended!",5,09-11-2012 04:04,easy to use and very useful i have used similar apps but none as user friendly and feature rich highly recommended
I use everyday to navigate to work and extracurricular activities on the weekend.very reliable,5,28-08-2011 13:20,i use everyday to navigate to work and extracurricular activities on the weekend very reliable
Wow. The best app by far. Amazing. What an idea! !!!!,5,12-07-2012 14:42,wow the best app by far amazing what an idea
"SuperB. Easy, simple & fun.",5,01-11-2012 10:16,superb easy simple fun
"Can only set home or work by key in the address, but sometimes the address not recognized by the server. And when on Bluetooth, the system will not perform voice navigation.",3,05-08-2012 05:07,can only set home or work by key in the address but sometimes the address not recognized by the server and when on bluetooth the system will not perform voice navigation
Addresses are usually wrong but the traffic alerts are good.  It still sends me in the wrong direction to work,4,23-04-2012 14:26,addresses are usually wrong but the traffic alerts are good it still sends me in the wrong direction to work
Outstanding app. Very useful,5,07-08-2012 05:09,outstanding app very useful
Live this app!!!,5,16-05-2012 11:35,live this app
Idiotic software. has no clue where it is going. Goggle nav is way better and a lot more accurate.,2,19-07-2011 19:52,idiotic software has no clue where it is going goggle nav is way better and a lot more accurate
"This is a great app with lots of potential. The routing is a work in progress, but it's improving. This app will get better the more people use it!",4,20-06-2011 23:00,this is a great app with lots of potential the routing is a work in progress but it s improving this app will get better the more people use it
"Google is good for static maps but nothing beats Waze for true navigation. Constantly updating traffic, road hazzard and police reporting, even the fun little game of munching prizes makes Waze the only app I use for navigation. 5 stars!",5,08-08-2012 21:56,google is good for static maps but nothing beats waze for true navigation constantly updating traffic road hazzard and police reporting even the fun little game of munching prizes makes waze the only app i use for navigation 5 stars
"All i can say is "" its simply awsome""",5,07-10-2012 14:41,all i can say is its simply awsome
It has yet to fail me in taking me to the right locations!!,5,13-09-2012 16:22,it has yet to fail me in taking me to the right locations
Force close. HTC desire. 2.2,1,04-06-2011 23:40,force close htc desire 2 2
"Anything that can actually make my commute more enjoyable is remarkable, and this adds a lot of utility as well. Kudos!",5,22-08-2011 13:46,anything that can actually make my commute more enjoyable is remarkable and this adds a lot of utility as well kudos
"Sorry, google, you have just been ousted!",5,31-01-2012 14:23,sorry google you have just been ousted
Better than Google maps and more integration.,5,14-07-2012 21:26,better than google maps and more integration
"Dump: crappy login screen; frequently stops updating location making me go straight out of the route; ANR, ANR, ANR..., Horrible to fill out forms...",2,23-09-2011 14:25,dump crappy login screen frequently stops updating location making me go straight out of the route anr anr anr horrible to fill out forms
So cute..,5,05-11-2012 12:23,so cute
All round very good and helpful. Shame it crashes from time to time.,4,14-05-2012 02:30,all round very good and helpful shame it crashes from time to time
What a great idea,5,09-11-2012 12:46,what a great idea
Excellent realtime gps service with users in mind.  Gives you real users feedback to road situations in the area you are driving in.,5,10-08-2012 09:34,excellent realtime gps service with users in mind gives you real users feedback to road situations in the area you are driving in
thanks for this nice and free app,5,11-09-2012 12:25,thanks for this nice and free app
"Amazing gps. Iphone gps, trapster, and a forum all in one. Works amazing.",5,06-02-2011 02:26,amazing gps iphone gps trapster and a forum all in one works amazing
Very accurate on traffic and speed traps,5,14-08-2012 02:54,very accurate on traffic and speed traps
"Social feedback is great, but the are some small issues: sometimes street names appear in cyrillic characters while they shouldn't, and some streets don't have one-way information",5,23-06-2012 23:15,social feedback is great but the are some small issues sometimes street names appear in cyrillic characters while they shouldn t and some streets don t have one way information
Excellent. Works like a charm. Can't believe its free. Saved me 15min on the way home today :),5,11-07-2012 17:10,excellent works like a charm can t believe its free saved me 15min on the way home today
Really great app and u know wats in front or sumething,5,15-07-2011 20:13,really great app and u know wats in front or sumething
I love this app! The interaction and helpful notifications from fellow Wazers makes this so much better than an ordinary GPS.,4,10-11-2012 19:33,i love this app the interaction and helpful notifications from fellow wazers makes this so much better than an ordinary gps
Excelente!  Ferramenta muito Ãºtil. Milena.,5,10-11-2012 17:36,excelente ferramenta muito til milena
"I love this app!! Use it for every navigation trip :-)  all though it has sent me in circle couple times on different trips i,m overall very happy:-) installing on my transformer epad Droid now",5,05-08-2012 19:24,i love this app use it for every navigation trip all though it has sent me in circle couple times on different trips i m overall very happy installing on my transformer epad droid now
I think this GPS is very useful.,5,13-07-2012 04:35,i think this gps is very useful
Excellent app for outsmarting traffic,5,02-11-2012 02:06,excellent app for outsmarting traffic
Finally works on ICS/  Nexus,5,06-03-2012 14:28,finally works on ics nexus
I love this app...best gps ever! It even reroutes me when it notices traffic!!,5,26-11-2012 17:06,i love this app best gps ever it even reroutes me when it notices traffic
Once they add the avoid toll roads option it will be 5 stars,4,05-03-2012 12:12,once they add the avoid toll roads option it will be 5 stars
Won't put sound through auxiliary through car speakers otherwise extremely useful compared to other mapping apps,4,26-11-2012 17:48,won t put sound through auxiliary through car speakers otherwise extremely useful compared to other mapping apps
"Love this app. Gives up to date traffic, police activity, and other info. Plus It's fun earning points.",5,30-06-2011 22:35,love this app gives up to date traffic police activity and other info plus it s fun earning points
I'm leaving a 4 out of 5 only because the coupons aren't available at my country and sometimes the gps does not find me when starting the application,4,17-11-2012 00:39,i m leaving a 4 out of 5 only because the coupons aren t available at my country and sometimes the gps does not find me when starting the application
Needs better address locations and should add business.,4,21-03-2012 11:34,needs better address locations and should add business
Need more & more user...,4,02-08-2012 05:20,need more more user
This app is a must on all android devices..,5,24-04-2012 14:20,this app is a must on all android devices
I used to absolutely love this app now i can't even open it since the update. Please fix...asap!!,1,03-11-2012 03:56,i used to absolutely love this app now i can t even open it since the update please fix asap
Incredible can't explain how much this has helped me on long trips thanks keep it up,5,15-11-2012 01:12,incredible can t explain how much this has helped me on long trips thanks keep it up
It is very accurate.. .saved time â˜…â˜…â˜…â˜…â˜…â˜…,5,08-10-2012 06:43,it is very accurate saved time
Great idea to crowdsource traffic and wayz.,5,21-07-2012 01:28,great idea to crowdsource traffic and wayz
Tried hard to like this app but its not good at getting you from A to B (unless you already know the way). Social aspects are interesting.,3,14-12-2010 00:05,tried hard to like this app but its not good at getting you from a to b unless you already know the way social aspects are interesting
Updates are sooooooooo useful!,5,25-10-2011 14:29,updates are sooooooooo useful
"FC all of the time, bad directions, door, bad gps tracking, loses track of everything if you use the phone...",2,08-05-2010 02:23,fc all of the time bad directions door bad gps tracking loses track of everything if you use the phone
#waze Keep up the good work,4,29-05-2012 13:19,waze keep up the good work
I used this app instead of my Garmin and could not have been happier with that decision.,5,25-11-2012 22:00,i used this app instead of my garmin and could not have been happier with that decision
Better than expensive apps,4,30-06-2012 18:58,better than expensive apps
Luv this app so much!,5,11-11-2012 00:24,luv this app so much
Love the way this app keeps you informed of what is happening on the roads!,5,05-08-2012 20:56,love the way this app keeps you informed of what is happening on the roads
I saved money using waze. It tells me the right shortcuts when traffic happens!,5,11-07-2012 10:35,i saved money using waze it tells me the right shortcuts when traffic happens
Great Google Nav alternative!!!,5,05-08-2012 17:08,great google nav alternative
I have used this and it has fully taken place of my GPS unit. Very handy and easy to use.,5,11-06-2012 00:16,i have used this and it has fully taken place of my gps unit very handy and easy to use
Awesome app. Brilliant concept and a much better reason to put money in a good smart phone (samsung). I havent used my garmin sat nav since getting this app. I was supposed to pay 100Â£ for updating maps or getting live traffic but this app does all those for free. I am sure company behind waze is using this info somehow but no direct cost to my pocket. Not sure why someone wuld by a regular sat nav now..just by sgs2 and u r done for navigation.,5,10-10-2012 21:18,awesome app brilliant concept and a much better reason to put money in a good smart phone samsung i havent used my garmin sat nav since getting this app i was supposed to pay 100 for updating maps or getting live traffic but this app does all those for free i am sure company behind waze is using this info somehow but no direct cost to my pocket not sure why someone wuld by a regular sat nav now just by sgs2 and u r done for navigation
Come join and help the group grow. Waze rocks!,5,12-05-2012 04:24,come join and help the group grow waze rocks
"It 16 miles from home go work,  but waze will sometimes direct me on a route of over 25.",5,30-04-2012 18:52,it 16 miles from home go work but waze will sometimes direct me on a route of over 25
Very addicting. Great views and live updates.,5,23-04-2012 20:39,very addicting great views and live updates
Only have used a couple times but so far so good!,4,12-12-2011 20:53,only have used a couple times but so far so good
"Beat traffic, anytime!",5,12-08-2012 15:05,beat traffic anytime
Fantastic. Luar Biasa.--- LANJUTKAN,5,06-08-2012 21:10,fantastic luar biasa lanjutkan
A very useful and live real time apk..for the ordinary.,5,17-08-2012 12:10,a very useful and live real time apk for the ordinary
Awesome traffic report and navigating!,5,09-11-2012 20:05,awesome traffic report and navigating
Awesome app can't wait for even more users in my area,5,20-06-2011 07:37,awesome app can t wait for even more users in my area
Excelent...!  Provide me the best route for my Delivery business... Thanks.,5,20-11-2012 15:56,excelent provide me the best route for my delivery business thanks
Excellent app on DX 2.2,5,15-10-2010 01:39,excellent app on dx 2 2
Fun app. Use everyday. But navigation is really weird. It takes some obscure and out of the way directions to destination.,4,05-12-2010 09:46,fun app use everyday but navigation is really weird it takes some obscure and out of the way directions to destination
Love that people report police activity,5,11-09-2012 00:45,love that people report police activity
"Amazing little app, few links to work out but overall very helpful",5,23-11-2012 16:29,amazing little app few links to work out but overall very helpful
Works well but does not work without internet. Hope an update is available soon,4,31-08-2012 02:38,works well but does not work without internet hope an update is available soon
Really like exactly where the accident are located.  Very help to avoid traffic.,5,07-03-2012 17:58,really like exactly where the accident are located very help to avoid traffic
Loove this,5,18-06-2012 23:11,loove this
One of the best FREE satnavs  Iâ€˜ve used.... and with live updates and fun game like features! .... some bugs like telling me to turn right but showing left at one perticular junction but that can be fixed by reporting an issue or altering it yourself!,5,30-04-2012 22:43,one of the best free satnavs i ve used and with live updates and fun game like features some bugs like telling me to turn right but showing left at one perticular junction but that can be fixed by reporting an issue or altering it yourself
Well it help and enjoy,4,09-08-2012 00:02,well it help and enjoy
"A little flakey atm, but truckloads of potential & fun. So i'm sticking with it for now.",3,16-12-2010 23:55,a little flakey atm but truckloads of potential fun so i m sticking with it for now
Decent but little quirks detract from app. Menu disappears in some screens. App font does not look native. Etc.,4,20-04-2010 07:14,decent but little quirks detract from app menu disappears in some screens app font does not look native etc
Works great able 2 add new account. Love the updates. Takes time to add addresses.,5,18-02-2012 05:47,works great able 2 add new account love the updates takes time to add addresses
"I love it and recommend it. There is a little bug which i still dislike , the speed is not accurate , always show 2-5 km/h less than actual speed.",4,12-07-2012 08:09,i love it and recommend it there is a little bug which i still dislike the speed is not accurate always show 2 5 km h less than actual speed
Waze makes navigation fun and sociable. The maps are accurate and you know what to expect ahead on any route you travel.,5,05-11-2012 07:12,waze makes navigation fun and sociable the maps are accurate and you know what to expect ahead on any route you travel
Very  helpful. Really time updates.,5,26-11-2012 17:09,very helpful really time updates
The best  navigation software working fast and perfect. Recently updated more futures.,5,25-06-2012 01:50,the best navigation software working fast and perfect recently updated more futures
fun and good app on traffic but should offer more route options about avoiding express way...sometimes it's just short trip or just one turn and reach the point but this told me to go use express way for another distance...cheers and keep up great works! (Thai user),4,29-08-2012 09:21,fun and good app on traffic but should offer more route options about avoiding express way sometimes it s just short trip or just one turn and reach the point but this told me to go use express way for another distance cheers and keep up great works thai user
"really fun and great app just wish it had options for restaurants, gas stations and etc.",4,30-08-2011 10:54,really fun and great app just wish it had options for restaurants gas stations and etc
Up to date with Garmin.,4,21-07-2012 18:11,up to date with garmin
Really love it!!!!!,5,12-09-2011 23:08,really love it
"wont it show the map?!? and when i try to send a report, it wont send??? i tried using both data and wifi and so far, all i see is a white blank screen. please fix!! i love this app!",2,09-07-2012 10:21,wont it show the map and when i try to send a report it wont send i tried using both data and wifi and so far all i see is a white blank screen please fix i love this app
The concept gets 5 stars. The gps has been greatly improved.,5,26-05-2012 15:32,the concept gets 5 stars the gps has been greatly improved
Running on my EVO 4G and its great!,5,24-01-2012 03:36,running on my evo 4g and its great
Really good no messing just does it,5,29-09-2012 18:06,really good no messing just does it
Excellent like the app!!!!!,5,23-07-2011 22:03,excellent like the app
Please fix the bug for s3 whereas screen off when smartstay turn on!,3,10-08-2012 17:19,please fix the bug for s3 whereas screen off when smartstay turn on
Free. Great. Reliable. My kinda app.,4,01-12-2011 04:58,free great reliable my kinda app
I do highway workzones its great to let others know where we are so they can slow down or avoid long delays,5,22-03-2012 15:23,i do highway workzones its great to let others know where we are so they can slow down or avoid long delays
Perfection in its finest.,5,20-11-2012 11:07,perfection in its finest
Very helpfull and accurate,5,12-11-2012 11:08,very helpfull and accurate
Really love this app I've been tell friends and family about,5,05-11-2012 22:50,really love this app i ve been tell friends and family about
this apparently makes driving and using a GPS fun again with points and action features it's must have as a GPS the only problem for me is that the app sometimes takes too long to open and doesn't recognize that my gps is on when it starts up. but these things don't happen all the time so it not that big of a problem.,4,13-02-2012 23:08,this apparently makes driving and using a gps fun again with points and action features it s must have as a gps the only problem for me is that the app sometimes takes too long to open and doesn t recognize that my gps is on when it starts up but these things don t happen all the time so it not that big of a problem
Sometimes it crash on use,3,08-04-2012 16:51,sometimes it crash on use
Great real time directions,5,24-06-2012 06:04,great real time directions
Navigation sux almost got me hit. Does not track miles correctly. Cute avitars.,2,27-09-2012 02:33,navigation sux almost got me hit does not track miles correctly cute avitars
Good apps,5,18-01-2010 02:00,good apps
The best GPS navigator out there by far!,5,01-05-2012 06:16,the best gps navigator out there by far
#waze is simply the app of the year.,5,20-06-2012 06:13,waze is simply the app of the year
It's cool and all... but this app randomly shuts down on me.,3,18-12-2011 00:44,it s cool and all but this app randomly shuts down on me
"BETTER THAN GOOGLE NAV, IT IS SOCIAL NAV SOFTWARE MADE FOR PEOPLE THAT ARE ON THE ROAD ALL TIMES LIKE ME, MUST HAVE, TRAFFIC REPORT IS REPORTED BY PEOPLE DRIVING AS IT HAPPENS LIVE, BEST I HAVE SEEN IN ALL NAV SOFTWARE.",5,05-11-2012 17:09,better than google nav it is social nav software made for people that are on the road all times like me must have traffic report is reported by people driving as it happens live best i have seen in all nav software
Great free application,5,01-02-2011 08:09,great free application
Very fun to use.,5,23-11-2012 12:02,very fun to use
"Good app, however map not that accurate sometime, else 5 star",4,14-11-2012 02:55,good app however map not that accurate sometime else 5 star
"This app is the best there is , i love it soo much !",5,26-08-2012 04:06,this app is the best there is i love it soo much
"I love having the up to the minute updates about police locations, road hazards, cameras and road congestion. What a great idea to make a collaborative driving experience with other users.",5,30-10-2012 23:58,i love having the up to the minute updates about police locations road hazards cameras and road congestion what a great idea to make a collaborative driving experience with other users
Great app! Fun way to make road trips more interesting.,5,19-06-2012 05:07,great app fun way to make road trips more interesting
Happened to Galaxy S2 and Galaxy Note. Sometimes phone would reboot after hang.,3,29-02-2012 00:22,happened to galaxy s2 and galaxy note sometimes phone would reboot after hang
This app has worked great right out of the box! I have been using nothing else for my navigation needs. Keep up the great work.,5,21-11-2012 22:25,this app has worked great right out of the box i have been using nothing else for my navigation needs keep up the great work
You should start using this app right away to help improve your karma.  You have a duty to at least run the app when driving to let others know when you hit traffic and have to slow down.,5,20-07-2012 22:14,you should start using this app right away to help improve your karma you have a duty to at least run the app when driving to let others know when you hit traffic and have to slow down
This has saved me so many head aches to and from work and on long travel.  Can't rate this high enough...,5,29-08-2012 21:31,this has saved me so many head aches to and from work and on long travel can t rate this high enough
Read the privacy terms before you accept them. This app explicitly notes that you have no expectation of privacy in the information that you submit through this app and they do nothing to anonymize the data.,1,01-10-2012 14:56,read the privacy terms before you accept them this app explicitly notes that you have no expectation of privacy in the information that you submit through this app and they do nothing to anonymize the data
This is one of the most free awesome stuff! Very useful.,5,03-11-2012 13:01,this is one of the most free awesome stuff very useful
Great to use on any trip. Uses battery way too quickly. Love the updated information reports by fellow WAZErs!,4,08-08-2012 12:27,great to use on any trip uses battery way too quickly love the updated information reports by fellow wazers
An option to link GPS location to contacts would be great!  Otherwise good app. Hoping for more people to join and contribute.,4,14-11-2012 14:06,an option to link gps location to contacts would be great otherwise good app hoping for more people to join and contribute
Very very good. Luv it,5,30-04-2012 17:29,very very good luv it
Seems cool.,3,11-01-2010 08:35,seems cool
I use this app everyday. Best out there for traffic. Love it.,5,02-10-2012 12:13,i use this app everyday best out there for traffic love it
Wtfff uninstalled.,1,16-02-2012 20:32,wtfff uninstalled
Should get this app..excellent!!,5,28-07-2012 08:07,should get this app excellent
Good idea but rubbish gps takes you all over the place and keeps saying keep left or right when its a straight road. Uninstalling,2,16-09-2011 06:43,good idea but rubbish gps takes you all over the place and keeps saying keep left or right when its a straight road uninstalling
I frickin hate apps that run in the background and will not close. Kill this app. It is killing my battery.,1,04-10-2011 10:56,i frickin hate apps that run in the background and will not close kill this app it is killing my battery
So far so good... It will probly get screwed up with an update or something ??? But for now it's cool,4,19-04-2012 17:39,so far so good it will probly get screwed up with an update or something but for now it s cool
Love that Waze tells me when something is coming.,4,26-10-2012 16:51,love that waze tells me when something is coming
A total battery killer since it uses GPS. Also shitty UI ported over from iPhone version makes this one a FAIL.,2,13-01-2010 07:49,a total battery killer since it uses gps also shitty ui ported over from iphone version makes this one a fail
Totally helpful!,5,26-11-2012 22:18,totally helpful
It does everything smoothly,5,18-08-2012 15:53,it does everything smoothly
Love the cop sighting button. Has worked like a charm.,4,04-09-2012 13:12,love the cop sighting button has worked like a charm
Seriously this app could be great except i never can get waze to give direction properly so i use mapquest and it sucks too!,1,04-10-2012 02:31,seriously this app could be great except i never can get waze to give direction properly so i use mapquest and it sucks too
"Don't have it, then get it. What are you waiting for? For traffic information and navigation this app is the only Waze to go.",5,11-11-2012 00:44,don t have it then get it what are you waiting for for traffic information and navigation this app is the only waze to go
As a waze area manager and devoted user. I have to say that the new version is great on my epic 4g. Not a single FC yet.,5,11-08-2011 20:36,as a waze area manager and devoted user i have to say that the new version is great on my epic 4g not a single fc yet
Awesome app however it does use up my battery,4,19-08-2011 03:59,awesome app however it does use up my battery
Super great,5,10-08-2012 09:42,super great
"The only issues are no offline map and hardly to search destination in Dubai and UAE. but, once the destination defined, you can go depending on the voice guidance.",4,04-09-2012 06:26,the only issues are no offline map and hardly to search destination in dubai and uae but once the destination defined you can go depending on the voice guidance
Score board doesn't work.,2,04-11-2012 17:56,score board doesn t work
"Great map, easy to use, good navigation.",5,26-11-2012 13:04,great map easy to use good navigation
One of the best navigation app on the market,4,12-11-2011 06:47,one of the best navigation app on the market
Love it but missing simple feature that you could not avoid toll or congestion charge.,4,25-03-2012 21:42,love it but missing simple feature that you could not avoid toll or congestion charge
"Waze is a fun, functional, cute, and necessary tool for any road warriors or common commuter! I love it!",5,09-11-2010 20:33,waze is a fun functional cute and necessary tool for any road warriors or common commuter i love it
It is very good,5,02-04-2012 16:11,it is very good
Every time leaving app when I return it says error. I report it everytime but its never fixed.,2,07-05-2012 22:14,every time leaving app when i return it says error i report it everytime but its never fixed
Nice and easy to use. well done and thanks for the apps. keep it up.....,4,18-11-2012 06:49,nice and easy to use well done and thanks for the apps keep it up
I've driven way more miles then it has counted with waze on. Sometimes it lags behind but a good program to have. Also don't like being forced to join foursquare in order to post to social networks.,4,30-04-2012 14:16,i ve driven way more miles then it has counted with waze on sometimes it lags behind but a good program to have also don t like being forced to join foursquare in order to post to social networks
"I used To have google maps but it freezes very often, even a couple of friends had the same problem. After I got WAZE google who?? Never had a problem with WAZE, I recommend it.",5,08-04-2012 22:59,i used to have google maps but it freezes very often even a couple of friends had the same problem after i got waze google who never had a problem with waze i recommend it
"EPIC FAIL! I wS really looking forward to this app, but it keeps telling me there is no network connection. :(",1,14-06-2011 20:11,epic fail i ws really looking forward to this app but it keeps telling me there is no network connection
I wish it was automatically switch when i cross continents,5,23-11-2012 12:25,i wish it was automatically switch when i cross continents
The direction shown on this utility is accurate and easy to follow. Has a few bells and whistles of its own. Over all A+++ utility and free too.,5,20-04-2011 17:02,the direction shown on this utility is accurate and easy to follow has a few bells and whistles of its own over all a utility and free too
Awesome!  Switched when my google maps crapped out.  Love how it learns.,5,10-05-2012 23:13,awesome switched when my google maps crapped out love how it learns
Very informative.,4,03-02-2012 02:14,very informative
A must have navigation app.!!,5,05-11-2012 02:46,a must have navigation app
Noce app but need much work,5,14-11-2010 12:58,noce app but need much work
I use this app a lot and it works great to assist in avoiding unpleasantries on a commute or road trip.,5,14-06-2012 18:44,i use this app a lot and it works great to assist in avoiding unpleasantries on a commute or road trip
The only thing for some reason I have no voice directins. Can anyone give an advise what to do?,5,06-06-2011 00:58,the only thing for some reason i have no voice directins can anyone give an advise what to do
"#waze This app runs well enough but takes more time than the stock navigation app to start up. It also does not have the option to avoid tolls, which renders the app useless to me.",3,13-08-2012 11:31,waze this app runs well enough but takes more time than the stock navigation app to start up it also does not have the option to avoid tolls which renders the app useless to me
Great systems,5,13-08-2012 05:15,great systems
Tooo bad it doesnt suppport htc tattooo.....would love to contribute to malaysia maps,4,08-10-2010 20:31,tooo bad it doesnt suppport htc tattooo would love to contribute to malaysia maps
Has problems rerouting,4,07-02-2012 22:02,has problems rerouting
14% of battery - why is it using more power than my display,1,06-08-2012 19:23,14 of battery why is it using more power than my display
"really good app, helps alot when driving or even traveling. Very accurate,because of people that update your route for police,jams, and traffic accide",5,13-09-2011 08:17,really good app helps alot when driving or even traveling very accurate because of people that update your route for police jams and traffic accide
Can't believe Google couldn't come up with this first.,5,09-10-2012 23:17,can t believe google couldn t come up with this first
Can not drive without,5,23-02-2012 17:37,can not drive without
Wish there were more user updates,4,01-04-2012 20:17,wish there were more user updates
Did not work,1,03-12-2010 21:20,did not work
A way to see the whole planned route st s glance would be helpful,4,20-02-2012 08:24,a way to see the whole planned route st s glance would be helpful
Great product           Uu,5,11-07-2012 23:43,great product uu
All information is verry usefull..,5,18-11-2012 21:43,all information is verry usefull
"So wicked, most accurate mapping out there.  free but support them! They kick butt!",5,20-06-2012 01:29,so wicked most accurate mapping out there free but support them they kick butt
very detail on road map navigation.good work!,5,20-11-2012 11:03,very detail on road map navigation good work
Very good app ! Great,4,24-07-2011 05:14,very good app great
"The idea is great, but the lack of users makes me give this a low rating. Also, it would be nice to report active construction zones, and a variety o",3,16-09-2010 16:36,the idea is great but the lack of users makes me give this a low rating also it would be nice to report active construction zones and a variety o
GPS location inaccurate 99% of the time - going the wrong direction entirely even. Sometimes helpful to get advanced traffic info that others have posted.,2,22-10-2012 15:35,gps location inaccurate 99 of the time going the wrong direction entirely even sometimes helpful to get advanced traffic info that others have posted
But not so reliable as a gps.,4,26-05-2012 21:41,but not so reliable as a gps
One of the best & most useful app I have.,5,23-06-2012 17:41,one of the best most useful app i have
Good app. The only minus will be on address searching. You just cannot get the actual location eventhought you type the correct add.,4,07-08-2012 06:36,good app the only minus will be on address searching you just cannot get the actual location eventhought you type the correct add
Live traffic update n police speed trap.,5,13-01-2012 08:42,live traffic update n police speed trap
"maps are a little out of date,doesnt know so many roads in small towns",4,15-10-2012 11:36,maps are a little out of date doesnt know so many roads in small towns
It is addicting. Social network for people in traffic. It's very helpful in avoiding traffic.,5,01-08-2012 22:04,it is addicting social network for people in traffic it s very helpful in avoiding traffic
"Not bad, not as good as Droid google Maps unless you want to play a video game everywhere you are driving",3,11-10-2012 11:51,not bad not as good as droid google maps unless you want to play a video game everywhere you are driving
"""Proceed to highlighted route"" is useless when there is no highlighted route. Left completely hanging - no idea which way to turn, and no spoken instructions. Went back to Google Nav. Good concept, terrible execution.",3,06-10-2012 19:46,proceed to highlighted route is useless when there is no highlighted route left completely hanging no idea which way to turn and no spoken instructions went back to google nav good concept terrible execution
"This app wouldn't even let me enter my home address. The closest it could get was a shopping centre near by. Might be great for other countries but in Vic, Aus (at least as far as I've experienced) it's terrible.",1,22-07-2012 09:33,this app wouldn t even let me enter my home address the closest it could get was a shopping centre near by might be great for other countries but in vic aus at least as far as i ve experienced it s terrible
Got me out of a jam in France,3,18-09-2012 05:08,got me out of a jam in france
"I use this app on my droid razor max, it works great!",4,29-07-2012 23:54,i use this app on my droid razor max it works great
Excellent. Fun too.,5,29-03-2012 15:29,excellent fun too
"its so useful when i traveling to jakarta, i got traffic jam and it give me the other quick route.. very recommended..",5,19-07-2012 06:39,its so useful when i traveling to jakarta i got traffic jam and it give me the other quick route very recommended
Useless app..can't sign in at all,1,18-10-2012 07:46,useless app can t sign in at all
Great app. If only its connected to twitter. Or is it connected and i just dont know it...,4,16-11-2012 13:49,great app if only its connected to twitter or is it connected and i just dont know it
"Works great! If Waze were a person, I'd be giving them a big kiss several times a week.",5,16-11-2012 01:11,works great if waze were a person i d be giving them a big kiss several times a week
Its awesome however you need to allow the transfer of personal info from one phone to another through an email address otherwise you might have to start from scratch,5,03-07-2012 08:46,its awesome however you need to allow the transfer of personal info from one phone to another through an email address otherwise you might have to start from scratch
Constant crashes. Unusable! Once it was my favorite app.,1,21-04-2012 21:42,constant crashes unusable once it was my favorite app
